[09:26:22:0164]: 接收:FEFEFEFE6838AAAAAAAAAA681104343733374416
[09:27:04:0873]: 接收:FEFEFEFE6862AAAAAAAAAA681104343733376E16
[09:27:05:0765]: 接收:FEFEFEFE6863AAAAAAAAAA681104343733376F16
[09:27:06:0635]: 接收:FEFEFEFE6863AAAAAAAAAA681104343733376F16
[09:27:07:0540]: 接收:FEFEFEFE6864AAAAAAAAAA681104343733377016
[09:27:08:0429]: 接收:FEFEFEFE6864AAAAAAAAAA681104343733377016
[09:27:09:0318]: 接收:FEFEFEFE6865AAAAAAAAAA681104343733377116
[09:27:10:0206]: 接收:FEFEFEFE6865AAAAAAAAAA681104343733377116
[09:27:11:0096]: 接收:FEFEFEFE6866AAAAAAAAAA681104343733377216
[09:27:12:0007]: 接收:FEFEFEFE6866AAAAAAAAAA681104343733377216
[09:27:12:0875]: 接收:FEFEFEFE6867AAAAAAAAAA681104343733377316
[09:27:13:0764]: 接收:FEFEFEFE6867AAAAAAAAAA681104343733377316
[09:27:14:0669]: 接收:FEFEFEFE6868AAAAAAAAAA681104343733377416
[09:27:15:0541]: 接收:FEFEFEFE6868AAAAAAAAAA681104343733377416
[09:27:16:0435]: 接收:FEFEFEFE6869AAAAAAAAAA681104343733377516
[09:27:17:0338]: 接收:FEFEFEFE6869AAAAAAAAAA681104343733377516
[09:27:18:0209]: 接收:FEFEFEFE6870AAAAAAAAAA681104343733377C16
[09:27:19:0114]: 接收:FEFEFEFE6870AAAAAAAAAA681104343733377C16
[09:27:20:0008]: 接收:FEFEFEFE6871AAAAAAAAAA681104343733377D16
[09:27:20:0878]: 接收:FEFEFEFE6871AAAAAAAAAA681104343733377D16
[09:27:21:0786]: 接收:FEFEFEFE6872AAAAAAAAAA681104343733377E16
[09:27:22:0676]: 接收:FEFEFEFE6872AAAAAAAAAA681104343733377E16
[09:27:23:0546]: 接收:FEFEFEFE6873AAAAAAAAAA681104343733377F16
[09:27:24:0450]: 接收:FEFEFEFE6873AAAAAAAAAA681104343733377F16
[09:27:25:0343]: 接收:FEFEFEFE6874AAAAAAAAAA681104343733378016
[09:27:26:0228]: 接收:FEFEFEFE6874AAAAAAAAAA681104343733378016
[09:27:27:0117]: 接收:FEFEFEFE6875AAAAAAAAAA681104343733378116
[09:27:28:0006]: 接收:FEFEFEFE6875AAAAAAAAAA681104343733378116
[09:27:28:0900]: 接收:FEFEFEFE6876AAAAAAAAAA681104343733378216
[09:27:29:0790]: 接收:FEFEFEFE6876AAAAAAAAAA681104343733378216
[09:27:30:0689]: 接收:FEFEFEFE6877AAAAAAAAAA681104343733378316
[09:27:31:0566]: 接收:FEFEFEFE6877AAAAAAAAAA681104343733378316
[09:27:32:0453]: 接收:FEFEFEFE6878AAAAAAAAAA681104343733378416
[09:27:33:0365]: 接收:FEFEFEFE6878AAAAAAAAAA681104343733378416
[09:27:34:0251]: 接收:FEFEFEFE6879AAAAAAAAAA681104343733378516
[09:27:35:0126]: 接收:FEFEFEFE6879AAAAAAAAAA681104343733378516
[09:27:36:0028]: 接收:FEFEFEFE6880AAAAAAAAAA681104343733378C16
[09:27:36:0898]: 接收:FEFEFEFE6880AAAAAAAAAA681104343733378C16
[09:27:37:0810]: 接收:FEFEFEFE6881AAAAAAAAAA681104343733378D16
[09:27:38:0697]: 接收:FEFEFEFE6881AAAAAAAAAA681104343733378D16
[09:27:39:0571]: 接收:FEFEFEFE6882AAAAAAAAAA681104343733378E16
[09:27:40:0475]: 接收:FEFEFEFE6882AAAAAAAAAA681104343733378E16
[09:27:41:0362]: 接收:FEFEFEFE6883AAAAAAAAAA681104343733378F16
[09:27:42:0234]: 接收:FEFEFEFE6883AAAAAAAAAA681104343733378F16
[09:27:43:0141]: 接收:FEFEFEFE6884AAAAAAAAAA681104343733379016
[09:27:44:0032]: 接收:FEFEFEFE6884AAAAAAAAAA681104343733379016
[09:27:44:0917]: 接收:FEFEFEFE6885AAAAAAAAAA681104343733379116
[09:27:45:0806]: 接收:FEFEFEFE6885AAAAAAAAAA681104343733379116
[09:27:46:0697]: 接收:FEFEFEFE6886AAAAAAAAAA681104343733379216
[09:27:47:0601]: 接收:FEFEFEFE6886AAAAAAAAAA681104343733379216
[09:27:48:0475]: 接收:FEFEFEFE6887AAAAAAAAAA681104343733379316
[09:27:49:0364]: 接收:FEFEFEFE6887AAAAAAAAAA681104343733379316
[09:27:50:0267]: 接收:FEFEFEFE6888AAAAAAAAAA681104343733379416
[09:27:51:0149]: 接收:FEFEFEFE6888AAAAAAAAAA681104343733379416
[09:27:52:0047]: 接收:FEFEFEFE6889AAAAAAAAAA681104343733379516
[09:27:52:0943]: 接收:FEFEFEFE6889AAAAAAAAAA681104343733379516
[09:27:53:0813]: 接收:FEFEFEFE6890AAAAAAAAAA681104343733379C16
[09:27:54:0714]: 接收:FEFEFEFE6890AAAAAAAAAA681104343733379C16
[09:27:55:0605]: 接收:FEFEFEFE6891AAAAAAAAAA681104343733379D16
[09:27:56:0498]: 接收:FEFEFEFE6891AAAAAAAAAA681104343733379D16
[09:27:57:0382]: 接收:FEFEFEFE6892AAAAAAAAAA681104343733379E16
[09:27:58:0276]: 接收:FEFEFEFE6892AAAAAAAAAA681104343733379E16
[09:27:59:0162]: 接收:FEFEFEFE6893AAAAAAAAAA681104343733379F16
[09:28:00:0055]: 接收:FEFEFEFE6893AAAAAAAAAA681104343733379F16
[09:28:00:0945]: 接收:FEFEFEFE6894AAAAAAAAAA68110434373337A016
[09:28:01:0828]: 接收:FEFEFEFE6894AAAAAAAAAA68110434373337A016
[09:28:02:0733]: 接收:FEFEFEFE6895AAAAAAAAAA68110434373337A116
[09:28:03:0608]: 接收:FEFEFEFE6895AAAAAAAAAA68110434373337A116
[09:28:04:0497]: 接收:FEFEFEFE6896AAAAAAAAAA68110434373337A216
[09:28:05:0387]: 接收:FEFEFEFE6896AAAAAAAAAA68110434373337A216
[09:28:06:0289]: 接收:FEFEFEFE6897AAAAAAAAAA68110434373337A316
[09:28:07:0163]: 接收:FEFEFEFE6897AAAAAAAAAA68110434373337A316
[09:28:08:0052]: 接收:FEFEFEFE6898AAAAAAAAAA68110434373337A416
[09:28:08:0956]: 接收:FEFEFEFE6898AAAAAAAAAA68110434373337A416
[09:28:09:0831]: 接收:FEFEFEFE6899AAAAAAAAAA68110434373337A516
[09:28:10:0719]: 接收:FEFEFEFE6899AAAAAAAAAA68110434373337A516
[09:28:11:0780]: 接收:F8F8F83F3FF8809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F661E1E3F3FE6188606
[09:28:12:0736]: 接收:F8F8F83F3FF8809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F661E1E3F3FE6188606
[09:28:13:0715]: 接收:F8F8F83F3FF8803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F661E1E3F3F668078E0
[09:28:14:0666]: 接收:F8F8F8F83F3F803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F661E1E3F3F668078E0
[09:28:15:0623]: 接收:F8F8F8F83F3F809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F1E981E783F3F66FE78E0
[09:28:16:0585]: 接收:F8F8F83F3FF8809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F1E981E783F3F66FE78E0
[09:28:17:0541]: 接收:F8F8F83F3FF8803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F1E981E783F3FFE1E78E0
[09:28:18:0492]: 接收:F8F8F8F83F3F803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F1E981E783F3FFE1E78E0
[09:28:19:0455]: 接收:F8F8F8F83F3F809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F18E63F3F1E3C3F3F607E78E0
[09:28:20:0408]: 接收:F8F8F8F83F3F809E98663F3F986698663F3F986698663F3F9866809E3F3F068018803F3F18E63F3F1E3C3F3F607E78E0
[09:28:21:0392]: 接收:F8F8F8F83F3F803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F18E63F3F1E3CF81806
[09:28:22:0346]: 接收:F8F8F8F83F3F803F9E86988698863F3F988698863F3F983F8698803F3FCF3F3F068018803F3F18E63F3F1E3CF81806
[09:28:23:0372]: 接收:FEFEFEFE6817004315AAAAAAAAAAAA00D27105010740010200003C1F16
[09:28:23:0386]: 发送:681700C315300000000001004F290501074001020000FF1F16

[09:28:24:0296]: 接收:FEFEFEFE681700431500AAAAAAAAAA001B7D05010740010200003C1F16
[09:28:25:0227]: 接收:FEFEFEFE681700431500AAAAAAAAAA001B7D05010740010200003C1F16
[09:28:26:0153]: 接收:FEFEFEFE681700431501AAAAAAAAAA00CEE205010740010200003C1F16
[09:28:26:0166]: 发送:681700C31501000000000100D06005010740010200003C1F16

[09:28:27:0089]: 接收:FEFEFEFE68170043150100000000010007A405010740010200003C1F16
[09:28:27:0099]: 发送:681700C31501000000000100D06005010740010200003C1F16

[09:28:28:0005]: 接收:FEFEFEFE681700431501AAAAAAAAAA00CEE205010740010200003C1F16
[09:28:28:0019]: 发送:681700C31501000000000100D06005010740010200003C1F16

[09:28:28:0925]: 接收:FEFEFEFE681700431502AAAAAAAAAA00A04A05010740010200003C1F16
[09:28:28:0957]: 发送:681700C31502000000000100BEC805010740010200003C1F16

[09:28:29:0879]: 接收:FEFEFEFE681700431502000000000100690C05010740010200003C1F16
[09:28:29:0894]: 发送:681700C31502000000000100BEC805010740010200003C1F16

[09:28:30:0802]: 接收:FEFEFEFE681700431502AAAAAAAAAA00A04A05010740010200003C1F16
[09:28:30:0813]: 发送:681700C31502000000000100BEC805010740010200003C1F16

[09:28:31:0735]: 接收:FEFEFEFE681700431503AAAAAAAAAA0075D505010740010200003C1F16
[09:28:31:0745]: 发送:681700C315030000000001006B5705010740010200003C1F16

[09:28:32:0658]: 接收:FEFEFEFE681700431503000000000100BC9305010740010200003C1F16
[09:28:32:0672]: 发送:681700C315030000000001006B5705010740010200003C1F16

[09:28:33:0594]: 接收:FEFEFEFE681700431503AAAAAAAAAA0075D505010740010200003C1F16
[09:28:33:0604]: 发送:681700C315030000000001006B5705010740010200003C1F16

[09:28:34:0546]: 接收:FEFEFEFE681700431504AAAAAAAAAA006D1205010740010200003C1F16
[09:28:34:0565]: 发送:681700C31504000000000100739005010740010200003C1F16

[09:28:35:0466]: 接收:FEFEFEFE681700431504000000000100A45405010740010200003C1F16
[09:28:35:0488]: 发送:681700C31504000000000100739005010740010200003C1F16

[09:28:36:0383]: 接收:FEFEFEFE681700431504AAAAAAAAAA006D1205010740010200003C1F16
[09:28:36:0383]: 发送:681700C31504000000000100739005010740010200003C1F16

[09:28:37:0310]: 接收:FEFEFEFE681700431505AAAAAAAAAA00B88D05010740010200003C1F16
[09:28:37:0310]: 发送:681700C31505000000000100A60F05010740010200003C1F16

[09:28:38:0239]: 接收:FEFEFEFE68170043150500000000010071CB05010740010200003C1F16
[09:28:38:0239]: 发送:681700C31505000000000100A60F05010740010200003C1F16

[09:28:39:0158]: 接收:FEFEFEFE681700431505AAAAAAAAAA00B88D05010740010200003C1F16
[09:28:39:0159]: 发送:681700C31505000000000100A60F05010740010200003C1F16

[09:28:40:0158]: 接收:FEFEFEFE681700431506AAAAAAAAAA00D62505010740010200003C1F16
[09:28:40:0159]: 发送:681700C31506000000000100C8A705010740010200003C1F16

[09:28:41:0031]: 接收:FEFEFEFE6817004315060000000001001F6305010740010200003C1F16
[09:28:41:0031]: 发送:681700C31506000000000100C8A705010740010200003C1F16

[09:28:41:0966]: 接收:FEFEFEFE681700431506AAAAAAAAAA00D62505010740010200003C1F16
[09:28:41:0967]: 发送:681700C31506000000000100C8A705010740010200003C1F16

[09:28:42:0888]: 接收:FEFEFEFE681700431507AAAAAAAAAA0003BA05010740010200003C1F16
[09:28:42:0889]: 发送:681700C315070000000001001D3805010740010200003C1F16

[09:28:43:0808]: 接收:FEFEFEFE681700431507000000000100CAFC05010740010200003C1F16
[09:28:43:0808]: 发送:681700C315070000000001001D3805010740010200003C1F16

[09:28:44:0744]: 接收:FEFEFEFE681700431507AAAAAAAAAA0003BA05010740010200003C1F16
[09:28:44:0744]: 发送:681700C315070000000001001D3805010740010200003C1F16

[09:28:45:0680]: 接收:FEFEFEFE681700431508AAAAAAAAAA00F7A305010740010200003C1F16
[09:28:45:0717]: 发送:681700C31508000000000100E92105010740010200003C1F16

[09:28:46:0617]: 接收:FEFEFEFE6817004315080000000001003EE505010740010200003C1F16
[09:28:46:0633]: 发送:681700C31508000000000100E92105010740010200003C1F16

[09:28:47:0537]: 接收:FEFEFEFE681700431508AAAAAAAAAA00F7A305010740010200003C1F16
[09:28:47:0550]: 发送:681700C31508000000000100E92105010740010200003C1F16

[09:28:48:0480]: 接收:FEFEFEFE681700431509AAAAAAAAAA00223C05010740010200003C1F16
[09:28:48:0490]: 发送:681700C315090000000001003CBE05010740010200003C1F16

[09:28:49:0393]: 接收:FEFEFEFE681700431509000000000100EB7A05010740010200003C1F16
[09:28:49:0405]: 发送:681700C315090000000001003CBE05010740010200003C1F16

[09:28:50:0315]: 接收:FEFEFEFE681700431509AAAAAAAAAA00223C05010740010200003C1F16
[09:28:50:0323]: 发送:681700C315090000000001003CBE05010740010200003C1F16

[09:28:51:0265]: 接收:FEFEFEFE681700431510AAAAAAAAAA00D2C805010740010200003C1F16
[09:28:51:0265]: 发送:681700C31510000000000100CC4A05010740010200003C1F16

[09:28:52:0187]: 接收:FEFEFEFE6817004315100000000001001B8E05010740010200003C1F16
[09:28:52:0187]: 发送:681700C31510000000000100CC4A05010740010200003C1F16

[09:28:53:0128]: 接收:FEFEFEFE681700431510AAAAAAAAAA00D2C805010740010200003C1F16
[09:28:53:0128]: 发送:681700C31510000000000100CC4A05010740010200003C1F16

[09:28:54:0046]: 接收:FEFEFEFE681700431511AAAAAAAAAA00075705010740010200003C1F16
[09:28:54:0047]: 发送:681700C3151100000000010019D505010740010200003C1F16

[09:28:54:0978]: 接收:FEFEFEFE681700431511000000000100CE1105010740010200003C1F16
[09:28:54:0978]: 发送:681700C3151100000000010019D505010740010200003C1F16

[09:28:55:0918]: 接收:FEFEFEFE681700431511AAAAAAAAAA00075705010740010200003C1F16
[09:28:55:0918]: 发送:681700C3151100000000010019D505010740010200003C1F16

[09:28:56:0854]: 接收:FEFEFEFE681700431512AAAAAAAAAA0069FF05010740010200003C1F16
[09:28:56:0855]: 发送:681700C31512000000000100777D05010740010200003C1F16

[09:28:57:0771]: 接收:FEFEFEFE681700431512000000000100A0B905010740010200003C1F16
[09:28:57:0771]: 发送:681700C31512000000000100777D05010740010200003C1F16

[09:28:58:0689]: 接收:FEFEFEFE681700431512AAAAAAAAAA0069FF05010740010200003C1F16
[09:28:58:0690]: 发送:681700C31512000000000100777D05010740010200003C1F16

[09:28:59:0632]: 接收:FEFEFEFE681700431513AAAAAAAAAA00BC6005010740010200003C1F16
[09:28:59:0633]: 发送:681700C31513000000000100A2E205010740010200003C1F16

[09:29:00:0547]: 接收:FEFEFEFE681700431513000000000100752605010740010200003C1F16
[09:29:00:0547]: 发送:681700C31513000000000100A2E205010740010200003C1F16

[09:29:01:0500]: 接收:FEFEFEFE681700431513AAAAAAAAAA00BC6005010740010200003C1F16
[09:29:01:0500]: 发送:681700C31513000000000100A2E205010740010200003C1F16

[09:29:02:0419]: 接收:FEFEFEFE681700431514AAAAAAAAAA00A4A705010740010200003C1F16
[09:29:02:0420]: 发送:681700C31514000000000100BA2505010740010200003C1F16

[09:29:03:0356]: 接收:FEFEFEFE6817004315140000000001006DE105010740010200003C1F16
[09:29:03:0356]: 发送:681700C31514000000000100BA2505010740010200003C1F16

[09:29:04:0275]: 接收:FEFEFEFE681700431514AAAAAAAAAA00A4A705010740010200003C1F16
[09:29:04:0275]: 发送:681700C31514000000000100BA2505010740010200003C1F16

[09:29:05:0211]: 接收:FEFEFEFE681700431515AAAAAAAAAA00713805010740010200003C1F16
[09:29:05:0212]: 发送:681700C315150000000001006FBA05010740010200003C1F16

[09:29:06:0148]: 接收:FEFEFEFE681700431515000000000100B87E05010740010200003C1F16
[09:29:06:0148]: 发送:681700C315150000000001006FBA05010740010200003C1F16

[09:29:07:0074]: 接收:FEFEFEFE681700431515AAAAAAAAAA00713805010740010200003C1F16
[09:29:07:0075]: 发送:681700C315150000000001006FBA05010740010200003C1F16

[09:29:08:0007]: 接收:FEFEFEFE681700431516AAAAAAAAAA001F9005010740010200003C1F16
[09:29:08:0007]: 发送:681700C31516000000000100011205010740010200003C1F16

[09:29:08:0928]: 接收:FEFEFEFE681700431516000000000100D6D605010740010200003C1F16
[09:29:08:0928]: 发送:681700C31516000000000100011205010740010200003C1F16

[09:29:09:0863]: 接收:FEFEFEFE681700431516AAAAAAAAAA001F9005010740010200003C1F16
[09:29:09:0864]: 发送:681700C31516000000000100011205010740010200003C1F16

[09:29:10:0781]: 接收:FEFEFEFE681700431517AAAAAAAAAA00CA0F05010740010200003C1F16
[09:29:10:0781]: 发送:681700C31517000000000100D48D05010740010200003C1F16

[09:29:11:0736]: 接收:FEFEFEFE681700431517000000000100034905010740010200003C1F16
[09:29:11:0736]: 发送:681700C31517000000000100D48D05010740010200003C1F16

[09:29:12:0653]: 接收:FEFEFEFE681700431517AAAAAAAAAA00CA0F05010740010200003C1F16
[09:29:12:0654]: 发送:681700C31517000000000100D48D05010740010200003C1F16

[09:29:13:0578]: 接收:FEFEFEFE681700431518AAAAAAAAAA003E1605010740010200003C1F16
[09:29:13:0579]: 发送:681700C31518000000000100209405010740010200003C1F16

[09:29:14:0510]: 接收:FEFEFEFE681700431518000000000100F75005010740010200003C1F16
[09:29:14:0510]: 发送:681700C31518000000000100209405010740010200003C1F16

[09:29:15:0428]: 接收:FEFEFEFE681700431518AAAAAAAAAA003E1605010740010200003C1F16
[09:29:15:0429]: 发送:681700C31518000000000100209405010740010200003C1F16

[09:29:16:0366]: 接收:FEFEFEFE681700431519AAAAAAAAAA00EB8905010740010200003C1F16
[09:29:16:0366]: 发送:681700C31519000000000100F50B05010740010200003C1F16

[09:29:17:0300]: 接收:FEFEFEFE68170043151900000000010022CF05010740010200003C1F16
[09:29:17:0301]: 发送:681700C31519000000000100F50B05010740010200003C1F16

[09:29:18:0236]: 接收:FEFEFEFE681700431519AAAAAAAAAA00EB8905010740010200003C1F16
[09:29:18:0237]: 发送:681700C31519000000000100F50B05010740010200003C1F16

[09:29:19:0167]: 接收:FEFEFEFE681700431520AAAAAAAAAA00981E05010740010200003C1F16
[09:29:19:0168]: 发送:681700C31520000000000100869C05010740010200003C1F16

[09:29:20:0094]: 接收:FEFEFEFE681700431520000000000100515805010740010200003C1F16
[09:29:20:0095]: 发送:681700C31520000000000100869C05010740010200003C1F16

[09:29:21:0017]: 接收:FEFEFEFE681700431520AAAAAAAAAA00981E05010740010200003C1F16
[09:29:21:0018]: 发送:681700C31520000000000100869C05010740010200003C1F16

[09:29:21:0954]: 接收:FEFEFEFE681700431521AAAAAAAAAA004D8105010740010200003C1F16
[09:29:21:0954]: 发送:681700C31521000000000100530305010740010200003C1F16

[09:29:22:0896]: 接收:FEFEFEFE68170043152100000000010084C705010740010200003C1F16
[09:29:22:0896]: 发送:681700C31521000000000100530305010740010200003C1F16

[09:29:23:0806]: 接收:FEFEFEFE681700431521AAAAAAAAAA004D8105010740010200003C1F16
[09:29:23:0807]: 发送:681700C31521000000000100530305010740010200003C1F16

[09:29:24:0755]: 接收:FEFEFEFE681700431522AAAAAAAAAA00232905010740010200003C1F16
[09:29:24:0755]: 发送:681700C315220000000001003DAB05010740010200003C1F16

[09:29:25:0663]: 接收:FEFEFEFE681700431522000000000100EA6F05010740010200003C1F16
[09:29:25:0663]: 发送:681700C315220000000001003DAB05010740010200003C1F16

[09:29:26:0599]: 接收:FEFEFEFE681700431522AAAAAAAAAA00232905010740010200003C1F16
[09:29:26:0599]: 发送:681700C315220000000001003DAB05010740010200003C1F16

[09:29:27:0535]: 接收:FEFEFEFE681700431523AAAAAAAAAA00F6B605010740010200003C1F16
[09:29:27:0535]: 发送:681700C31523000000000100E83405010740010200003C1F16

[09:29:28:0456]: 接收:FEFEFEFE6817004315230000000001003FF005010740010200003C1F16
[09:29:28:0457]: 发送:681700C31523000000000100E83405010740010200003C1F16

[09:29:29:0396]: 接收:FEFEFEFE681700431523AAAAAAAAAA00F6B605010740010200003C1F16
[09:29:29:0397]: 发送:681700C31523000000000100E83405010740010200003C1F16

[09:29:30:0318]: 接收:FEFEFEFE681700431524AAAAAAAAAA00EE7105010740010200003C1F16
[09:29:30:0318]: 发送:681700C31524000000000100F0F305010740010200003C1F16

[09:29:31:0248]: 接收:FEFEFEFE681700431524000000000100273705010740010200003C1F16
[09:29:31:0248]: 发送:681700C31524000000000100F0F305010740010200003C1F16

[09:29:32:0168]: 接收:FEFEFEFE681700431524AAAAAAAAAA00EE7105010740010200003C1F16
[09:29:32:0168]: 发送:681700C31524000000000100F0F305010740010200003C1F16

[09:29:33:0122]: 接收:FEFEFEFE681700431525AAAAAAAAAA003BEE05010740010200003C1F16
[09:29:33:0122]: 发送:681700C31525000000000100256C05010740010200003C1F16

[09:29:34:0040]: 接收:FEFEFEFE681700431525000000000100F2A805010740010200003C1F16
[09:29:34:0040]: 发送:681700C31525000000000100256C05010740010200003C1F16

[09:29:34:0977]: 接收:FEFEFEFE681700431525AAAAAAAAAA003BEE05010740010200003C1F16
[09:29:35:0001]: 发送:681700C31525000000000100256C05010740010200003C1F16

[09:29:35:0901]: 接收:FEFEFEFE681700431526AAAAAAAAAA00554605010740010200003C1F16
[09:29:35:0902]: 发送:681700C315260000000001004BC405010740010200003C1F16

[09:29:36:0819]: 接收:FEFEFEFE6817004315260000000001009C0005010740010200003C1F16
[09:29:36:0820]: 发送:681700C315260000000001004BC405010740010200003C1F16

[09:29:37:0772]: 接收:FEFEFEFE681700431526AAAAAAAAAA00554605010740010200003C1F16
[09:29:37:0773]: 发送:681700C315260000000001004BC405010740010200003C1F16

[09:29:38:0694]: 接收:FEFEFEFE681700431527AAAAAAAAAA0080D905010740010200003C1F16
[09:29:38:0695]: 发送:681700C315270000000001009E5B05010740010200003C1F16

[09:29:39:0625]: 接收:FEFEFEFE681700431527000000000100499F05010740010200003C1F16
[09:29:39:0625]: 发送:681700C315270000000001009E5B05010740010200003C1F16

[09:29:40:0546]: 接收:FEFEFEFE681700431527AAAAAAAAAA0080D905010740010200003C1F16
[09:29:40:0546]: 发送:681700C315270000000001009E5B05010740010200003C1F16

[09:29:41:0483]: 接收:FEFEFEFE681700431528AAAAAAAAAA0074C005010740010200003C1F16
[09:29:41:0483]: 发送:681700C315280000000001006A4205010740010200003C1F16

[09:29:42:0405]: 接收:FEFEFEFE681700431528000000000100BD8605010740010200003C1F16
[09:29:42:0405]: 发送:681700C315280000000001006A4205010740010200003C1F16

[09:29:43:0338]: 接收:FEFEFEFE681700431528AAAAAAAAAA0074C005010740010200003C1F16
[09:29:43:0338]: 发送:681700C315280000000001006A4205010740010200003C1F16

[09:29:44:0275]: 接收:FEFEFEFE681700431529AAAAAAAAAA00A15F05010740010200003C1F16
[09:29:44:0275]: 发送:681700C31529000000000100BFDD05010740010200003C1F16

[09:29:45:0196]: 接收:FEFEFEFE681700431529000000000100681905010740010200003C1F16
[09:29:45:0196]: 发送:681700C31529000000000100BFDD05010740010200003C1F16

[09:29:46:0134]: 接收:FEFEFEFE681700431529AAAAAAAAAA00A15F05010740010200003C1F16
[09:29:46:0135]: 发送:681700C31529000000000100BFDD05010740010200003C1F16

